,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,sex,race_African-American,race_Caucasian,c_charge_degree_F,c_charge_degree_M,age_cat_25-45,age_cat_Greaterthan45,age_cat_Lessthan25,age,juv_misd_count,priors_count
118,1024,0.001,64,SUBTAB,30400.0,59138,0.4390729,0.6440337224383917,0.679223411154345,,,,,,,,,,,
119,1024,0.001,128,CLIP,52353.0,232962,0.39757445,0.6451686121919584,0.6819957846952011,0.6175899486007995,1.0,1.0,1.0,1.0,0.6163366336633663,0.7346938775510204,0.77125,111.93963623046876,3.128772735595703,180.6981964111328
120,1024,0.001,128,CONTROL,,232962,,,0.6689445525291828,,,,,,,,,,,
121,1024,0.001,128,GMC,318080.0,265986,0.4962481,0.5939121271076524,0.6718547341115435,0.5,0.6935031131979177,0.6935031131979177,0.6025641025641025,0.6121794871794872,0.6287128712871287,0.5,0.5,133.8309783935547,0.2072434574365615,23.47686195373535
122,1024,0.001,128,ICEH,101889.0,282498,0.7240877,0.6336170557717251,0.6674124513618678,0.5457738435179897,1.0,1.0,1.0,1.0,0.5099009900990099,1.0,1.0,183.7142791748047,1.5150905847549438,97.51106262207033
123,1024,0.001,128,MCN,65408.0,232962,0.5013971,0.6442039559014268,0.6607490272373541,0.5,1.0,0.5824742268041238,1.0,1.0,0.9661016949152542,0.6142857142857143,0.9742268041237112,114.69818878173828,0.5110663771629333,20.826961517333984
124,1024,0.001,128,SCARF,249216.0,232962,0.49999478,0.6504539559014266,0.6778291180285343,,,,,,,,,,,
125,1024,0.001,128,SUBTAB,118144.0,232962,0.49716467,0.6491974708171206,0.6653291180285343,,,,,,,,,,,
126,1024,0.002,32,CLIP,3873.0,15234,0.42988577,0.6205820363164721,0.6728356031128404,0.5,1.0,1.0,0.875,0.5,1.0,1.0,1.0,127.42454528808594,1.1851106882095337,240.67202758789065
127,1024,0.002,32,CONTROL,,15234,,,0.6629701686121919,,,,,,,,,,,
128,1024,0.002,32,GMC,305696.0,84354,0.4347046,0.613075551232166,0.6761754215304798,0.5,0.6806165152597734,0.6806165152597734,0.5897435897435898,0.5897435897435898,0.7524752475247525,0.5,0.5,85.79476928710938,0.2072434574365615,23.635814666748047
129,1024,0.002,32,ICEH,89505.0,100866,0.70816404,0.643344682230869,0.6686689364461738,0.5302398629354654,1.0,1.0,1.0,1.0,0.8836633663366337,0.9904761904761904,0.77,244.6016082763672,0.772635817527771,71.82897186279297
130,1024,0.002,32,MCN,7136.0,15234,0.50218093,0.6323605706874189,0.6662937743190662,0.5,0.634020618556701,0.5,0.9519230769230768,0.6634615384615384,0.5396039603960396,0.6428571428571428,0.5,282.5492858886719,0.3943662047386169,50.01408386230469
131,1024,0.002,32,SCARF,16224.0,15234,0.62229437,0.6490596627756161,0.6688067444876784,,,,,,,,,,,
132,1024,0.002,32,SUBTAB,8032.0,15234,0.34672925,0.6182230869001297,0.6688067444876784,,,,,,,,,,,
133,1024,0.002,64,CLIP,13889.0,59138,0.33986315,0.6572551880674449,0.6579604409857328,0.5864934323243861,1.0,1.0,1.0,1.0,0.5,0.5331632653061225,0.525,111.76860809326172,1.7424547672271729,233.5472869873047
134,1024,0.002,64,CONTROL,,59138,,,0.659492542153048,,,,,,,,,,,
135,1024,0.002,64,GMC,309824.0,122370,0.42039788,0.653072308690013,0.6749189364461738,0.5,0.6850481439896567,0.6850481439896567,0.5961538461538461,0.5993589743589743,0.7079207920792079,0.5,0.5,115.10261535644533,0.2072434574365615,23.05231475830078
136,1024,0.002,64,ICEH,93633.0,138882,0.7088068,0.6279182879377432,0.672268158236057,0.5258852084523129,1.0,1.0,1.0,1.0,0.5,1.0,1.0,112.11066436767578,0.7605633735656738,104.8068389892578
137,1024,0.002,64,MCN,20416.0,59138,0.5029968,0.6491974708171206,0.6758835927367055,0.5044831524842947,1.0,1.0,1.0,1.0,0.9254237288135594,0.9428571428571428,0.9896907216494846,191.5694122314453,1.0945674180984497,28.762575149536133
138,1024,0.002,64,SCARF,63168.0,59138,0.4965566,0.6501459143968872,0.6699092088197147,,,,,,,,,,,
139,1024,0.002,64,SUBTAB,30400.0,59138,0.52879864,0.6496108949416342,0.6588035019455253,,,,,,,,,,,
140,1024,0.002,128,CLIP,52353.0,232962,0.3238899,0.6494730869001297,0.6590791180285344,0.5661336379211879,1.0,1.0,1.0,1.0,0.9975247524752476,0.9489795918367347,0.92625,112.92958068847656,2.486921548843384,99.07243347167967
141,1024,0.002,128,CONTROL,,232962,,,0.6633835927367056,,,,,,,,,,,
142,1024,0.002,128,GMC,318080.0,265986,0.5238176,0.6329280155642023,0.6729734111543451,0.5,0.6913340818617943,0.6887567622741655,0.6153846153846154,0.6217948717948718,0.7623762376237624,0.5,0.5,145.0764617919922,0.2072434574365615,24.96177101135254
143,1024,0.002,128,ICEH,101889.0,282498,0.66206247,0.6347519455252918,0.6645022697795071,0.6300256996002285,1.0,1.0,1.0,1.0,0.6881188118811881,0.6666666666666666,1.0,658.6619873046875,1.0704225301742554,28.51710319519043
144,1024,0.002,128,MCN,65408.0,232962,0.59854376,0.59780317769131,0.6583900778210117,0.5,0.9471947194719472,1.0,1.0,0.5352564102564102,1.0,0.9904761904761904,1.0,109.50302124023438,1.203219294548035,24.315895080566406
145,1024,0.002,128,SCARF,249216.0,232962,0.41104147,0.609703307392996,0.6597681582360571,,,,,,,,,,,
146,1024,0.002,128,SUBTAB,118144.0,232962,0.4812474,0.6571173800259403,0.6585278858625162,,,,,,,,,,,
147,1024,0.003,32,CLIP,3873.0,15234,0.37483764,0.6021076523994813,0.6704604409857329,0.5321387778412335,1.0,1.0,0.5,0.5,1.0,1.0,1.0,110.11267852783205,0.4084506928920746,437.0523071289063
148,1024,0.003,32,CONTROL,,15234,,,0.6714413099870298,,,,,,,,,,,
149,1024,0.003,32,GMC,305696.0,84354,0.466272,0.6100275616083009,0.6820119974059663,0.5,0.6747388656391412,0.6747388656391412,0.5897435897435898,0.5897435897435898,0.8292079207920793,0.5,0.5,91.9758529663086,0.2072434574365615,24.746479034423828
150,1024,0.003,32,ICEH,89505.0,100866,0.6556786,0.6262645914396887,0.6632457846952011,0.507852655625357,1.0,1.0,1.0,1.0,0.7376237623762376,1.0,1.0,112.79074096679688,1.317907452583313,424.358154296875
151,1024,0.003,32,MCN,7136.0,15234,0.5979876,0.6100275616083009,0.6592169260700389,0.5,1.0,1.0,1.0,0.8493589743589743,1.0,0.8238095238095238,1.0,123.2575454711914,0.9597585797309875,306.3158874511719
152,1024,0.003,32,SCARF,16224.0,15234,0.41889077,0.6023994811932555,0.6674124513618678,,,,,,,,,,,
153,1024,0.003,32,SUBTAB,8032.0,15234,0.4459778,0.6287775616083009,0.6701848249027238,,,,,,,,,,,
154,1024,0.003,64,CLIP,13889.0,59138,0.39415494,0.6486462386511025,0.6787937743190662,0.5571673329525986,1.0,1.0,0.5,0.5,0.5792079207920792,0.9247448979591836,0.75625,563.2776489257812,2.8249497413635254,181.96177673339844
155,1024,0.003,64,CONTROL,,59138,,,0.6558933203631647,,,,,,,,,,,
156,1024,0.003,64,GMC,309824.0,122370,0.46765345,0.6055528534370946,0.6781209468223087,0.5,0.6815436698309005,0.6815436698309005,0.5897435897435898,0.5897435897435898,0.8712871287128713,0.5,0.5,105.38631439208984,0.2072434574365615,26.31187057495117
157,1024,0.003,64,ICEH,93633.0,138882,0.6422183,0.6465466926070038,0.6703388456549935,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.8825000000000001,262.1307983398437,2.6257545948028564,213.7042236328125
