,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,Month,DayofMonth,CRSDepTime,CRSArrTime,Distance
131,4096,0.0031622776601683,32,SCARF,166848.0,159585,0.7172939,0.0185939520597457,0.0169754736125469,,,,,
132,4096,0.0031622776601683,32,SUBTAB,62048.0,62081,0.34727478,0.0187789499759674,0.0172044485807418,,,,,
133,4096,0.0031622776601683,64,CLIP,15617.0,36225,0.28107122,0.018658984452486,0.0169377271085977,0.0839834015762288,0.0464556148020599,0.013092529028654,0.012952989898622,0.2046795636415481
134,4096,0.0031622776601683,64,CONTROL,,36225,,,0.0169988851994275,,,,,
135,4096,0.0031622776601683,64,GMC,206080.0,88833,0.83335775,0.0186562668532133,0.0169519782066345,0.0888367395168712,0.029254487054624,0.0108618317171931,0.0143525665625929,0.0329089798033237
136,4096,0.0031622776601683,64,ICEH,97089.0,117697,0.2748632,0.0187950581312179,0.0170503426343202,0.0882406903172363,0.0464578804081712,0.0090502295643091,0.0106102358549833,0.0152603182941675
137,4096,0.0031622776601683,64,MCN,23808.0,36225,0.26498076,0.018643932417035,0.0169533491134643,0.0864351508984937,0.041849939220425,0.013202678412199,0.0119663206860422,0.1118590980768203
138,4096,0.0031622776601683,64,SCARF,179200.0,166849,0.83542114,0.0187332034111022,0.017060762271285,,,,,
139,4096,0.0031622776601683,64,SUBTAB,72384.0,72449,0.3066709,0.0188316646963357,0.0171972140669822,,,,,
140,4096,0.0031622776601683,128,CLIP,55809.0,137985,0.2591715,0.0186537448316812,0.0169535018503665,0.0772167697963142,0.0440267850720607,0.0087317135185003,0.0327231921255588,0.1597463190555572
141,4096,0.0031622776601683,128,CONTROL,,137985,,,0.0169803109019994,,,,,
142,4096,0.0031622776601683,128,GMC,226688.0,171009,0.8110493,0.018630901351571,0.0169405657798051,0.0874745940738217,0.0375279254339954,0.0139688029885291,0.0127952257171273,0.0244723670184612
143,4096,0.0031622776601683,128,ICEH,105345.0,187521,0.2803238,0.0186538994312286,0.0170986261218786,0.0853949902496914,0.0394353762216671,0.0088923452422022,0.0091415680944919,0.0088569289073347
144,4096,0.0031622776601683,128,MCN,72192.0,137985,0.22273101,0.018662666901946,0.0169453155249357,0.0839544947009838,0.0417421878687373,0.0124746412038803,0.0165072120726108,0.2341479063034057
145,4096,0.0031622776601683,128,SCARF,203904.0,187521,0.84148055,0.018730342388153,0.0170132890343665,,,,,
146,4096,0.0031622776601683,128,SUBTAB,105344.0,105473,0.32198218,0.0188805609941482,0.0172011293470859,,,,,
147,4096,0.0056234132519034,32,CLIP,4737.0,9921,0.13200866,0.0187980569899081,0.0169624984264373,0.0906909118933751,0.0483005033844495,0.0132414642721414,0.0131864147260784,0.1663210839033126
148,4096,0.0056234132519034,32,CONTROL,,9921,,,0.0169964618980884,,,,,
149,4096,0.0056234132519034,32,GMC,198848.0,66177,0.64509743,0.0186352580785751,0.0169641971588134,0.0845538266463397,0.0354055647939376,0.0124712660908699,0.0149156190454959,0.0266897752881049
150,4096,0.0056234132519034,32,ICEH,92961.0,98145,0.32767695,0.0187794268131255,0.0171987414360046,0.0825523126851265,0.0351593722630098,0.0114684598520398,0.009188218973577,0.0206731092184781
151,4096,0.0056234132519034,32,MCN,8832.0,9921,0.15273318,0.0186854805797338,0.016949089244008,0.0909269681531276,0.0446226156895939,0.0167642496526241,0.03912054002285,0.1884753704071044
152,4096,0.0056234132519034,32,SCARF,166848.0,159585,0.82790023,0.0189832709729671,0.0170216225087642,,,,,
153,4096,0.0056234132519034,32,SUBTAB,62048.0,62081,0.3822894,0.0189188309013843,0.017170064151287,,,,,
154,4096,0.0056234132519034,64,CLIP,15617.0,36225,0.13382937,0.0187625847756862,0.0169418975710868,0.099656702584923,0.0449356417250866,0.0133752459660172,0.0130927395075559,0.1951012462377547
155,4096,0.0056234132519034,64,CONTROL,,36225,,,0.0169899202883243,,,,,
156,4096,0.0056234132519034,64,GMC,206080.0,88833,0.88829374,0.0187278315424919,0.0170390829443931,0.0828578455520349,0.0349227226005625,0.0146934045478701,0.0142835741862654,0.0284441467374563
