,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
46,1024,0.0003,32,MCN,12224.0,17217,0.5365141,0.09016791,0.12406827,14.13650894165039,56.0,0.0795837193727493,0.2501856982707977,0.0771403387188911,0.1201634928584098,13.693504333496094,5.278088569641113
47,1024,0.0003,32,SCARF,18240.0,17217,0.51680356,0.15722226,0.12207239,,,,,,,,
48,1024,0.0003,32,SUBTAB,13120.0,17217,0.5463514,0.10196717,0.11566035,,,,,,,,
49,1024,0.0003,64,CLIP,34305.0,67201,0.46428084,0.087728016,0.11352285,6.076690673828125,155.8125,0.0125842131674289,0.0016553897876292,0.0102685028687119,0.0009745340212248,6.8398518562316895,5.825994968414307
50,1024,0.0003,64,CONTROL,,67201,,,0.11712131,,,,,,,,
51,1024,0.0003,64,GMC,424256.0,191809,0.5564995,0.16353337,0.11193552,3.452578544616699,101.125,0.0325348004698753,0.0223051439970731,0.0170980431139469,0.021259170025587,8.932018280029297,7.678411483764648
52,1024,0.0003,64,ICEH,175425.0,208321,0.37113965,0.13894352,0.11469101,11.86815071105957,133.3125,0.054343469440937,0.0336454659700393,0.0451845824718475,0.0603045523166656,16.939966201782227,4.410349845886231
53,1024,0.0003,64,MCN,40832.0,67201,0.5355363,0.09292805,0.12129958,5.72926139831543,73.3125,0.4143897891044616,0.2989036738872528,0.1205492839217186,0.3553600609302521,18.310697555541992,10.05070686340332
54,1024,0.0003,64,SCARF,71296.0,67201,0.45817927,0.17100398,0.12564953,,,,,,,,
55,1024,0.0003,64,SUBTAB,50816.0,67201,0.49204636,0.090177625,0.11553266,,,,,,,,
