,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
136,1024,0.002,64,ICEH,208961.0,250114,0.7058507,0.6103571101337731,0.7733358530328018,39748920.0,928.3934936523438,29.932098388671875,2002461.375,15489235968.0,78.4706802368164,8.086420059204102,2.342592477798462,7.956789970397949,2.257715940475464
137,1024,0.002,64,MCN,49408.0,84034,0.70767254,0.5843125801722557,0.7515576323987538,80174.453125,922.0972290039062,1.2206790447235107,322523.8125,78635232.0,44.13580322265625,179.04937744140625,2.8765432834625244,15.19753074645996,6.313271522521973
138,1024,0.002,64,SCARF,88064.0,84034,,0.7242188931647425,0.7467014843320505,,,,,,,,,,
139,1024,0.002,64,SUBTAB,59392.0,84034,0.6571997,0.6178933021806854,0.7679757650723841,,,,,,,,,,
140,1024,0.002,128,CLIP,167681.0,331906,0.9051003,0.589185908008063,0.750286329485065,10829796.0,665.8117065429688,3.538580179214477,2002461.625,13414951936.0,74.70524597167969,2.567901134490967,2.3086419105529785,0.6342592835426331,3.645061731338501
141,1024,0.002,128,CONTROL,,331906,,,0.7679757650723841,,,,,,,,,,
142,1024,0.002,128,GMC,532352.0,364930,0.98020667,0.7390908466190214,0.7748133131757375,80193.7578125,193.5848693847656,15.734567642211914,322479.53125,3382010368.0,25.86573982238769,15.030863761901855,1.2561728954315186,14.841049194335938,4.047839641571045
143,1024,0.002,128,ICEH,217217.0,381442,0.77340555,0.6016412406083929,0.773375939160711,41205140.0,1849.6173095703125,30.101852416992188,2002461.375,149399408.0,74.0,4.472222328186035,2.342592477798462,18.487653732299805,2.257715940475464
144,1024,0.002,128,MCN,180736.0,331906,0.6533352,0.5594362745098039,0.7480987722191681,80181.75,921.6605224609376,75.01851654052734,322523.8125,78635232.0,111.32870483398438,223.5,2.842592477798462,162.75308227539062,1.7515431642532349
145,1024,0.002,128,SCARF,348160.0,331906,,0.6874255543338831,0.6886453179402603,,,,,,,,,,
146,1024,0.002,128,SUBTAB,233472.0,331906,0.70143217,0.6375584112149533,0.7652270020157595,,,,,,,,,,
147,1024,0.003,32,CLIP,11201.0,21538,0.82123214,0.5775723840938245,0.7184293109767271,917782.125,653.8858032226562,3.805555582046509,2002462.0,11746770944.0,101.27623748779295,4.3487653732299805,2.2206790447235107,0.7546296119689941,7.521605014801025
148,1024,0.003,32,CONTROL,,21538,,,0.730695666116914,,,,,,,,,,
149,1024,0.003,32,GMC,519968.0,198658,0.981847,0.6655385284955104,0.7750996426608026,80192.0,272.3533935546875,15.748456954956056,322474.96875,3199542272.0,26.39043235778809,15.952160835266112,1.1929012537002563,14.86111068725586,2.4614198207855225
150,1024,0.003,32,ICEH,204833.0,215170,0.91686416,0.6033248579805754,0.7739600513102437,359356.875,1836.8380126953125,17.462963104248047,1983396.75,72898040.0,69.32716369628906,14.189814567565918,2.3132715225219727,17.31944465637207,2.257715940475464
151,1024,0.003,32,MCN,14464.0,21538,0.6516531,0.5648135422393257,0.7465697727689207,80181.2890625,244.83642578125,35.64352035522461,322523.78125,78635232.0,39.7978401184082,31.05864143371582,2.567901134490967,15.429012298583984,5.782407283782959
152,1024,0.003,32,SCARF,22528.0,21538,0.9934786,0.6852952629649991,0.7643737401502657,,,,,,,,,,
153,1024,0.003,32,SUBTAB,15360.0,21538,0.6577511,0.6126821055525014,0.7585097122961334,,,,,,,,,,
154,1024,0.003,64,CLIP,42881.0,84034,0.7092679,0.5899819039765439,0.5578271028037383,4477805.0,441.8503112792969,2.569444417953491,2002462.25,14372209664.0,76.70370483398438,2.5061728954315186,3.0308642387390137,0.8364197611808777,2.9614198207855225
155,1024,0.003,64,CONTROL,,84034,,,0.7544610133773135,,,,,,,,,,
156,1024,0.003,64,GMC,524096.0,233602,0.70355463,0.5493689298149166,0.773261407366685,80187.171875,1141.5880126953125,16.225309371948242,322479.40625,4653694464.0,35.13271713256836,30.445987701416016,1.395061731338501,29.76388931274414,1.645061731338501
157,1024,0.003,64,ICEH,208961.0,250114,0.9031547,0.589718480850284,0.7771268554150632,289607.53125,1850.3812255859373,1.3132716417312622,322355.78125,72894184.0,72.5941390991211,1.787037014961243,2.342592477798462,3.5216050148010254,2.257715940475464
158,1024,0.003,64,MCN,49408.0,84034,,0.5886991478834525,0.7696307494960601,80175.1796875,922.0972290039062,16.134260177612305,322523.8125,78635232.0,124.3549346923828,1.7438271045684814,3.129629611968994,0.327160507440567,2.3317902088165283
159,1024,0.003,64,SCARF,88064.0,84034,,0.6721012002932014,0.7580859446582371,,,,,,,,,,
160,1024,0.003,64,SUBTAB,59392.0,84034,0.65904224,0.6355884643577057,0.741690718343412,,,,,,,,,,
161,1024,0.003,128,CLIP,167681.0,331906,0.85712063,0.5912646600696353,0.7468102895363753,12438021.0,520.081787109375,4.962963104248047,2002462.25,14690352128.0,97.706787109375,2.4089505672454834,2.3317902088165283,0.9506173133850098,5.885802268981934
162,1024,0.003,128,CONTROL,,331906,,,0.7450464999083746,,,,,,,,,,
163,1024,0.003,128,GMC,532352.0,364930,0.8875296,0.5592186641011545,0.7756551218618288,80199.421875,1428.475341796875,45.45987701416016,322514.1875,4593547776.0,31.65586471557617,16.375,1.379629611968994,29.783950805664062,1.6111111640930176
164,1024,0.003,128,ICEH,217217.0,381442,0.71018505,0.5878630657870625,0.7722363478101522,44227312.0,1858.986083984375,26.83333396911621,322305.9375,72898040.0,75.85648345947266,13.782407760620115,2.342592477798462,7.961419582366943,2.257715940475464
165,1024,0.003,128,MCN,180736.0,331906,0.9012483,0.5994594099321972,0.7159668774051677,80173.046875,1849.96142578125,1.3132716417312622,322523.78125,78635232.0,87.13426208496094,1.4861111640930176,2.537037134170532,0.327160507440567,1.703703761100769
166,1024,0.003,128,SCARF,348160.0,331906,,0.5802123419461243,0.7462032710280374,,,,,,,,,,
167,1024,0.003,128,SUBTAB,233472.0,331906,0.707874,0.562671797691039,0.7611324903793293,,,,,,,,,,
168,1024,0.005,32,CLIP,11201.0,21538,0.8489915,0.5836712021257101,0.7545354590434304,4548048.0,317.3055419921875,4.469135761260986,2002462.25,13439801344.0,72.6975326538086,3.2067902088165283,2.675925970077514,0.854938268661499,8.172839164733887
169,1024,0.005,32,CONTROL,,21538,,,0.7715663368150998,,,,,,,,,,
170,1024,0.005,32,GMC,519968.0,198658,0.8287588,0.5562522906358806,0.7725627634231262,80194.6953125,942.8765258789062,15.564814567565918,322325.28125,792224512.0,518.7901000976562,15.95678997039795,1.4104938507080078,14.82870388031006,1.520061731338501
171,1024,0.005,32,ICEH,204833.0,215170,0.6847416,0.5999461700568077,0.771852666300165,44346320.0,1869.27001953125,16.12808609008789,322410.1875,15489235968.0,74.01851654052734,19.10493850708008,2.1836419105529785,0.7345678806304932,2.257715940475464
172,1024,0.005,32,MCN,14464.0,21538,0.8532893,0.5868036466923218,0.7419484148799707,80168.78125,209.6651306152344,16.132715225219727,322524.09375,78635232.0,70.10493469238281,164.53549194335938,1.5509259700775146,0.3302469253540039,1.4506173133850098
173,1024,0.005,32,SCARF,22528.0,21538,,0.7265839747113799,0.738798790544255,,,,,,,,,,
174,1024,0.005,32,SUBTAB,15360.0,21538,0.71029556,0.6723359904709547,0.7711253894080996,,,,,,,,,,
175,1024,0.005,64,CLIP,42881.0,84034,0.89806545,0.5859217518783214,0.5035046728971962,12169877.0,475.2021484375,4.54938268661499,2002461.375,13847645184.0,87.0293197631836,2.8410494327545166,3.0169754028320312,0.92592591047287,5.9336419105529785
176,1024,0.005,64,CONTROL,,84034,,,0.7742292010262048,,,,,,,,,,
177,1024,0.005,64,GMC,524096.0,233602,0.71540344,0.5539444749862562,0.7696422026754628,80193.1796875,1005.8626708984376,15.594136238098145,322347.8125,300546944.0,374.6898193359375,15.941357612609863,1.4027777910232544,14.833333015441896,1.4938271045684814
178,1024,0.005,64,ICEH,208961.0,250114,0.70829576,0.5504455286787612,0.7709936778449697,80206.8359375,1849.7515869140625,44.87345504760742,321287.21875,15395584000.0,62.935184478759766,1.729938268661499,2.337962865829468,15.516975402832031,2.257715940475464
179,1024,0.005,64,MCN,49408.0,84034,0.62158525,0.5603468022723108,0.7636693696170057,80190.34375,922.0972290039062,30.953702926635746,322523.8125,78635280.0,59.89043045043945,16.31327247619629,1.990740776062012,0.3287037014961242,2.327160596847534
180,1024,0.005,64,SCARF,88064.0,84034,0.9974927,0.6275311526479751,0.7606915429723291,,,,,,,,,,
181,1024,0.005,64,SUBTAB,59392.0,84034,0.8577979,0.5819474986256185,0.7707417078981125,,,,,,,,,,
182,1024,0.005,128,CLIP,167681.0,331906,0.6573165,0.5763182609492395,0.7665784771852666,1546358.125,418.71295166015625,3.560185194015503,2002461.375,15103404032.0,85.85802459716797,2.0138888359069824,3.0956790447235107,0.7854938507080078,6.274691581726074
183,1024,0.005,128,CONTROL,,331906,,,0.7541517775334433,,,,,,,,,,
184,1024,0.005,128,GMC,532352.0,364930,0.6345272,0.5608679219351291,0.7672943008979293,80193.9140625,1375.4676513671875,15.57253074645996,322348.125,311446400.0,563.6326904296875,15.94444465637207,1.4089505672454834,14.84567928314209,1.4845678806304932
185,1024,0.005,128,ICEH,217217.0,381442,0.69600713,0.591865951988272,0.7673515667949422,135164.46875,1844.9244384765625,1.2175925970077517,322410.1875,15462884352.0,73.89197540283203,1.7391974925994873,2.342592477798462,0.9413580298423768,2.257715940475464
186,1024,0.005,128,MCN,180736.0,331906,0.90356576,0.5581706981858163,0.5049305937328202,80144.578125,726.6404418945312,15.239197731018066,322523.84375,78635264.0,57.60647964477539,15.733024597167969,2.2515432834625244,15.148148536682127,1.5138888359069824
187,1024,0.005,128,SCARF,348160.0,331906,,0.5648994410848451,0.4971252519699469,,,,,,,,,,
188,1024,0.005,128,SUBTAB,233472.0,331906,0.90549076,0.5617326369800257,0.7596779365951989,,,,,,,,,,
189,1024,0.007,32,CLIP,11201.0,21538,0.6789973,0.6120922668132673,0.5,5664280.0,389.8302612304688,3.6558642387390137,2002464.75,12768527360.0,88.42283630371094,1.794753074645996,2.527777671813965,0.7067901492118835,6.479938507080078
190,1024,0.007,32,CONTROL,,21538,,,0.7710108576140737,,,,,,,,,,
191,1024,0.007,32,GMC,519968.0,198658,0.6622142,0.5556681784863478,0.5,80194.21875,792.5540161132812,15.577160835266112,322366.65625,147670656.0,542.0401000976562,16.287036895751953,1.3996913433074951,14.976851463317873,1.4768518209457395
192,1024,0.007,32,ICEH,204833.0,215170,0.9299137,0.6064687557265898,0.7621174638079531,150076.828125,1822.4630126953125,16.717592239379883,322178.4375,72898040.0,64.6759262084961,16.577159881591797,2.342592477798462,14.868826866149902,2.257715940475464
193,1024,0.007,32,MCN,14464.0,21538,0.6962141,0.5829152922851384,0.7690180043980209,80166.71875,944.2391967773438,1.3117283582687378,322476.25,72932424.0,94.56172943115234,33.33024597167969,3.6589505672454834,0.8996913433074951,2.5308642387390137
194,1024,0.007,32,SCARF,22528.0,21538,0.99642056,0.7010605644126809,0.7661260765988638,,,,,,,,,,
195,1024,0.007,32,SUBTAB,15360.0,21538,0.6582996,0.5713533076782115,0.7635204782847718,,,,,,,,,,
196,1024,0.007,64,CLIP,42881.0,84034,0.82662,0.5750641378046546,0.5008818948140004,25908890.0,334.5092468261719,4.8240742683410645,2002462.875,13663790080.0,77.06944274902344,2.618827104568481,3.2515432834625244,0.8225308656692505,9.858024597167969
197,1024,0.007,64,CONTROL,,84034,,,0.4997995693604545,,,,,,,,,,
198,1024,0.007,64,GMC,524096.0,233602,0.71533346,0.5519630749496061,0.5056979567527946,80192.109375,1036.68359375,15.66821002960205,322298.78125,109492328.0,455.3179016113281,16.080245971679688,1.4027777910232544,15.038579940795898,1.453703761100769
199,1024,0.007,64,ICEH,208961.0,250114,0.6937258,0.603679906542056,0.7785184167124795,509459.84375,1827.495361328125,1.2253086566925049,322302.21875,15489235968.0,75.03704071044922,12.004630088806152,2.342592477798462,0.9274691343307496,2.257715940475464
200,1024,0.007,64,MCN,49408.0,84034,0.69389504,0.5642523364485981,0.5049019607843137,80170.109375,922.0972290039062,1.212962985038757,322523.8125,78635232.0,189.71142578125,16.307098388671875,2.317901134490967,15.148148536682127,4.597222328186035
201,1024,0.007,64,SCARF,88064.0,84034,,0.6274051676745465,0.7629306395455379,,,,,,,,,,
202,1024,0.007,64,SUBTAB,59392.0,84034,0.8984595,0.571422026754627,0.7342976910390324,,,,,,,,,,
203,1024,0.007,128,CLIP,167681.0,331906,0.6583829,0.5875767363019975,0.7666357430822797,7479362.5,321.3641967773437,3.2114198207855225,2002461.375,11533416448.0,65.0956802368164,2.209876537322998,2.412037134170532,0.75,6.419753074645996
204,1024,0.007,128,CONTROL,,331906,,,0.5025769653655855,,,,,,,,,,
205,1024,0.007,128,GMC,532352.0,364930,0.9065354,0.5514362286970863,0.5,80194.140625,908.3904418945312,15.617283821105955,322347.8125,78901688.0,530.2345581054688,16.0,1.4043209552764893,14.867283821105955,1.4783951044082642
206,1024,0.007,128,ICEH,217217.0,381442,0.6181155,0.5916368884002199,0.7460830126443101,43379404.0,946.44287109375,1.2716048955917358,322375.5625,99246320.0,73.99382781982422,3.9336419105529785,2.342592477798462,0.9166666865348816,2.257715940475464
207,1024,0.007,128,MCN,180736.0,331906,0.891008,0.5816497159611509,0.5010536925050394,219769.609375,1401.9490966796875,221.8132781982422,322523.9375,78635248.0,93.95524597167967,238.31944274902344,3.070987701416016,222.0370330810547,2.787037134170532
208,1024,0.007,128,SCARF,348160.0,331906,0.9056347,0.5242292010262048,0.7690008246289171,,,,,,,,,,
209,1024,0.007,128,SUBTAB,233472.0,331906,0.7019196,0.5603639820414147,0.5037051035367418,,,,,,,,,,
210,1024,0.01,32,CLIP,11201.0,21538,0.7126579,0.5720462250320689,0.7493299890049478,150776.03125,471.0123596191406,5.70061731338501,2002461.875,15178717184.0,92.49691009521484,3.373456716537476,3.0061728954315186,0.7808641791343689,3.987654209136963
211,1024,0.01,32,CONTROL,,21538,,,0.501466006963533,,,,,,,,,,
212,1024,0.01,32,GMC,519968.0,198658,0.6624665,0.5549409015942826,0.5044037474803006,80199.9375,609.9197387695312,15.44444465637207,322263.6875,72893328.0,934.6697387695312,15.98611068725586,2.145061731338501,15.179012298583984,1.4382716417312622
213,1024,0.01,32,ICEH,204833.0,215170,0.7632665,0.5690569452079897,0.7493070826461425,149993.640625,1850.3812255859373,25.785493850708008,322070.40625,72898040.0,1633.774658203125,1.7175925970077517,64.21759033203125,14.813271522521973,1.9722222089767456
214,1024,0.01,32,MCN,14464.0,21538,0.8539944,0.5742395088876673,0.7329920285871359,80144.578125,922.0972290039062,1.3132716417312622,322504.4375,78635232.0,42.20987701416016,208.75462341308597,5.6188273429870605,15.160493850708008,2.3842592239379883
215,1024,0.01,32,SCARF,22528.0,21538,,0.7203591717060656,0.7581489371449515,,,,,,,,,,
216,1024,0.01,32,SUBTAB,15360.0,21538,0.659383,0.5665200659703133,0.5,,,,,,,,,,
217,1024,0.01,64,CLIP,42881.0,84034,0.65146357,0.5694807128458861,0.7691439893714496,3919372.75,391.7962951660156,5.02623462677002,2002461.875,13339476992.0,73.82716369628906,3.205246925354004,2.6419754028320312,0.8209876418113708,7.472222328186035
218,1024,0.01,64,CONTROL,,84034,,,0.7234744365035733,,,,,,,,,,
219,1024,0.01,64,GMC,524096.0,233602,0.7152653,0.5422450522264981,0.7686629558365402,80193.390625,1035.649658203125,15.59876537322998,322355.25,104472392.0,613.63427734375,15.972222328186035,1.4089505672454834,14.80246925354004,1.4768518209457395
220,1024,0.01,64,ICEH,208961.0,250114,,0.7331122869708631,0.5,32427908.0,897.05712890625,17.47222137451172,755142.1875,12501756928.0,36.671295166015625,2.4737653732299805,1.2330247163772583,0.5216049551963806,2.257715940475464
221,1024,0.01,64,MCN,49408.0,84034,0.8960974,0.5815065512186183,0.7677753344328386,80190.4765625,929.2330322265624,2.990740776062012,322523.84375,78635232.0,72.9058609008789,1.4861111640930176,1.8132716417312624,29.98302459716797,2.3317902088165283
222,1024,0.01,64,SCARF,88064.0,84034,,0.554471321238776,0.4979899670148433,,,,,,,,,,
223,1024,0.01,64,SUBTAB,59392.0,84034,0.65479106,0.5521291460509437,0.5,,,,,,,,,,
224,1024,0.01,128,CLIP,167681.0,331906,0.8272322,0.5805101246105919,0.7070047645226314,10630782.0,406.1003112792969,4.533950805664063,2002461.625,172418368.0,78.77314758300781,2.310185194015503,2.3333332538604736,0.720678985118866,7.195987701416016
225,1024,0.01,128,CONTROL,,331906,,,0.5037051035367418,,,,,,,,,,
226,1024,0.01,128,GMC,532352.0,364930,0.9064987,0.5458642569177203,0.7672484881803189,80191.9765625,952.1574096679688,15.63734531402588,322322.25,73403656.0,640.1743774414062,16.035493850708008,1.3981481790542605,1185.0308837890625,1.441357970237732
227,1024,0.01,128,ICEH,217217.0,381442,0.8717813,0.6267466098588969,0.7551252977826645,131986.203125,1588.4197998046875,14.399691581726074,322386.96875,72898040.0,71.81327056884766,1.7191357612609863,2.322530746459961,0.9104938507080078,2.257715940475464
228,1024,0.01,128,MCN,180736.0,331906,0.84530294,0.6289971596115081,0.771835486531061,80164.03125,333.92437744140625,20.324073791503903,322489.375,78635648.0,41.99691390991211,30.234567642211918,5.487654209136963,15.148148536682127,10.768518447875977
229,1024,0.01,128,SCARF,348160.0,331906,,0.5640175462708448,0.5055433388308594,,,,,,,,,,
230,1024,0.01,128,SUBTAB,233472.0,331906,0.6542014,0.5696124244090159,0.6315283122594832,,,,,,,,,,
