,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,day,date,period,nswprice,nswdemand,vicprice,vicdemand,transfer
129,1024,0.002,32,ICEH,155425.0,163714,,0.8176462472966008,0.8255261737722612,0.2133599282032487,0.0720476657152175,0.1736137121915817,0.0004362075706012,0.0038230449426919,1.2631006995889038e-07,0.002320464933291,0.0092390980571508
130,1024,0.002,32,MCN,11328.0,16354,0.46000883,0.7873040669672021,0.7960923625848215,0.2235419391290602,0.0971790999174118,0.1631907075643539,0.0071227187290787,0.0562268234789371,0.0001183217318612,0.0348033867776393,0.0457646660506725
131,1024,0.002,32,SCARF,17344.0,16354,0.4633812,0.7196078431372549,0.7719015563733944,,,,,,,,
132,1024,0.002,32,SUBTAB,12224.0,16354,0.7185061,0.8062729679027574,0.7939711664482307,,,,,,,,
133,1024,0.002,64,CLIP,30465.0,63426,0.6919611,0.800374113914035,0.8229094051913377,0.2153579657178226,0.0800346583127975,0.1338729858398437,0.00070614926517,0.0073435730300843,5.57094324449281e-07,0.0036478955298662,0.0181875377893447
134,1024,0.002,64,CONTROL,,63426,,,0.7847546551213436,,,,,,,,
135,1024,0.002,64,GMC,392512.0,176002,0.23953865,0.8012037649439303,0.828187982097716,0.2166441198187814,0.0660920590162277,0.1398157775402069,0.0007884489605203,0.0138789843767881,2.9777957024634816e-06,0.0080473953858017,0.0139535898342728
136,1024,0.002,64,ICEH,159553.0,192514,,0.8248164934732947,0.8389255653975738,0.1929848929567477,0.0735023021697998,0.1777222603559494,0.0005566779873333,0.0038522172253578,3.652573354884226e-07,0.0022635927889496,0.0179580431431531
137,1024,0.002,64,MCN,36992.0,63426,0.5247127,0.8169337266533847,0.8153887146360235,0.2205067005299006,0.0803537517786026,0.2088614404201507,0.0012382335262373,0.0176537986844778,6.758621566405054e-06,0.0103960921987891,0.0270014367997646
138,1024,0.002,64,SCARF,67456.0,63426,0.56406236,0.7785916491173968,0.8115140793159369,,,,,,,,
139,1024,0.002,64,SUBTAB,46976.0,63426,0.57663715,0.797425160310382,0.8068482052405703,,,,,,,,
140,1024,0.002,128,CLIP,118273.0,249730,0.5302159,0.8122773203921839,0.8205356889254978,0.2187603851313828,0.0742793753743171,0.1325429230928421,0.0004706106265075,0.0075835357420146,6.580283979928936e-07,0.0031336115207523,0.0115831634029746
141,1024,0.002,128,CONTROL,,249730,,,0.8147539653234543,,,,,,,,
142,1024,0.002,128,GMC,400768.0,282754,0.25102636,0.791025999970244,0.8350509300774873,0.1823936943759339,0.080403596162796,0.146647572517395,0.0007879427284933,0.0128391701728105,2.6559339403320337e-06,0.0058469255454838,0.012799808755517
143,1024,0.002,128,ICEH,167809.0,299266,0.37582675,0.8254521895672804,0.8224427772074547,0.2778663997915335,0.0775772854685783,0.1792145520448684,0.0003747516020666,0.0042750048451125,3.570424667032057e-07,0.002230339217931,0.0120937442407011
144,1024,0.002,128,MCN,131328.0,249730,0.40583196,0.8179352861376322,0.8228864119283639,0.2270138128902812,0.0790027901530265,0.1774015873670578,0.0038956487551331,0.0113991042599082,3.784070713663823e-06,0.005181583110243,0.0239819847047328
145,1024,0.002,128,SCARF,265984.0,249730,0.37594327,0.7876784513902133,0.8180678355359527,,,,,,,,
